question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-lab_services-1,lab services,Lipoprotein (A) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover lipoprotein (A) level?
benefit_search-lab_services-2,lab services,Lipoprotein (A) level,How much does [lab services] cost to me?,2,How much does lipoprotein (A) level cost to me?
benefit_search-lab_services-1,lab services,Lipoprotein-associated phospholipase A2 (enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover lipoprotein-associated phospholipase A2 (enzyme) level?
benefit_search-lab_services-2,lab services,Lipoprotein-associated phospholipase A2 (enzyme) level,How much does [lab services] cost to me?,2,How much does lipoprotein-associated phospholipase A2 (enzyme) level cost to me?
benefit_search-lab_services-1,lab services,"Lipoprotein level, electrophoretic separation and quantitation",Which plan(s) cover [lab services]?,1,"Which plan(s) cover lipoprotein level, electrophoretic separation and quantitation?"
benefit_search-lab_services-2,lab services,"Lipoprotein level, electrophoretic separation and quantitation",How much does [lab services] cost to me?,2,"How much does lipoprotein level, electrophoretic separation and quantitation cost to me?"
benefit_search-lab_services-1,lab services,Lipoprotein measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover lipoprotein measurement?
benefit_search-lab_services-2,lab services,Lipoprotein measurement,How much does [lab services] cost to me?,2,How much does lipoprotein measurement cost to me?
benefit_search-lab_services-1,lab services,"Lipoprotein level, quantitation of lipoprotein particle number(s)",Which plan(s) cover [lab services]?,1,"Which plan(s) cover lipoprotein level, quantitation of lipoprotein particle number(s)?"
benefit_search-lab_services-2,lab services,"Lipoprotein level, quantitation of lipoprotein particle number(s)",How much does [lab services] cost to me?,2,"How much does lipoprotein level, quantitation of lipoprotein particle number(s) cost to me?"
benefit_search-lab_services-1,lab services,HDL cholesterol level,Which plan(s) cover [lab services]?,1,Which plan(s) cover hDL cholesterol level?
benefit_search-lab_services-2,lab services,HDL cholesterol level,How much does [lab services] cost to me?,2,How much does hDL cholesterol level cost to me?
benefit_search-lab_services-1,lab services,VLDL cholesterol level,Which plan(s) cover [lab services]?,1,Which plan(s) cover vLDL cholesterol level?
benefit_search-lab_services-2,lab services,VLDL cholesterol level,How much does [lab services] cost to me?,2,How much does vLDL cholesterol level cost to me?
benefit_search-lab_services-1,lab services,LDL cholesterol level,Which plan(s) cover [lab services]?,1,Which plan(s) cover lDL cholesterol level?
benefit_search-lab_services-2,lab services,LDL cholesterol level,How much does [lab services] cost to me?,2,How much does lDL cholesterol level cost to me?
benefit_search-lab_services-1,lab services,Measurement of small dense low density lipoprotein cholesterol,Which plan(s) cover [lab services]?,1,Which plan(s) cover measurement of small dense low density lipoprotein cholesterol?
benefit_search-lab_services-2,lab services,Measurement of small dense low density lipoprotein cholesterol,How much does [lab services] cost to me?,2,How much does measurement of small dense low density lipoprotein cholesterol cost to me?
benefit_search-lab_services-1,lab services,Luteinizing releasing factor (reproductive hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover luteinizing releasing factor (reproductive hormone) level?
benefit_search-lab_services-2,lab services,Luteinizing releasing factor (reproductive hormone) level,How much does [lab services] cost to me?,2,How much does luteinizing releasing factor (reproductive hormone) level cost to me?
benefit_search-lab_services-1,lab services,Magnesium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover magnesium level?
benefit_search-lab_services-2,lab services,Magnesium level,How much does [lab services] cost to me?,2,How much does magnesium level cost to me?
benefit_search-lab_services-1,lab services,Malate dehydrogenase (enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover malate dehydrogenase (enzyme) level?
benefit_search-lab_services-2,lab services,Malate dehydrogenase (enzyme) level,How much does [lab services] cost to me?,2,How much does malate dehydrogenase (enzyme) level cost to me?
benefit_search-lab_services-1,lab services,Manganese (heavy metal) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover manganese (heavy metal) level?
benefit_search-lab_services-2,lab services,Manganese (heavy metal) level,How much does [lab services] cost to me?,2,How much does manganese (heavy metal) level cost to me?
benefit_search-lab_services-1,lab services,Mass spectrometry (laboratory testing method),Which plan(s) cover [lab services]?,1,Which plan(s) cover mass spectrometry (laboratory testing method)?
benefit_search-lab_services-2,lab services,Mass spectrometry (laboratory testing method),How much does [lab services] cost to me?,2,How much does mass spectrometry (laboratory testing method) cost to me?
benefit_search-lab_services-1,lab services,Mercury level,Which plan(s) cover [lab services]?,1,Which plan(s) cover mercury level?
benefit_search-lab_services-2,lab services,Mercury level,How much does [lab services] cost to me?,2,How much does mercury level cost to me?
benefit_search-lab_services-1,lab services,Metanephrines level,Which plan(s) cover [lab services]?,1,Which plan(s) cover metanephrines level?
benefit_search-lab_services-2,lab services,Metanephrines level,How much does [lab services] cost to me?,2,How much does metanephrines level cost to me?
benefit_search-lab_services-1,lab services,Methemalbumin (protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover methemalbumin (protein) level?
benefit_search-lab_services-2,lab services,Methemalbumin (protein) level,How much does [lab services] cost to me?,2,How much does methemalbumin (protein) level cost to me?
benefit_search-lab_services-1,lab services,Microfluid analysis of tears,Which plan(s) cover [lab services]?,1,Which plan(s) cover microfluid analysis of tears?
benefit_search-lab_services-2,lab services,Microfluid analysis of tears,How much does [lab services] cost to me?,2,How much does microfluid analysis of tears cost to me?
benefit_search-lab_services-1,lab services,Mucopolysaccharides (protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover mucopolysaccharides (protein) level?
benefit_search-lab_services-2,lab services,Mucopolysaccharides (protein) level,How much does [lab services] cost to me?,2,How much does mucopolysaccharides (protein) level cost to me?
benefit_search-lab_services-1,lab services,Joint fluid diagnostic test,Which plan(s) cover [lab services]?,1,Which plan(s) cover joint fluid diagnostic test?
benefit_search-lab_services-2,lab services,Joint fluid diagnostic test,How much does [lab services] cost to me?,2,How much does joint fluid diagnostic test cost to me?
benefit_search-lab_services-1,lab services,"Myelin basic protein (nerve protein) level, spinal fluid",Which plan(s) cover [lab services]?,1,"Which plan(s) cover myelin basic protein (nerve protein) level, spinal fluid?"
benefit_search-lab_services-2,lab services,"Myelin basic protein (nerve protein) level, spinal fluid",How much does [lab services] cost to me?,2,"How much does myelin basic protein (nerve protein) level, spinal fluid cost to me?"
benefit_search-lab_services-1,lab services,Myoglobin (muscle protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover myoglobin (muscle protein) level?
benefit_search-lab_services-2,lab services,Myoglobin (muscle protein) level,How much does [lab services] cost to me?,2,How much does myoglobin (muscle protein) level cost to me?
benefit_search-lab_services-1,lab services,Myeloperoxidase (white blood cell enzyme) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover myeloperoxidase (white blood cell enzyme) measurement?
benefit_search-lab_services-2,lab services,Myeloperoxidase (white blood cell enzyme) measurement,How much does [lab services] cost to me?,2,How much does myeloperoxidase (white blood cell enzyme) measurement cost to me?
benefit_search-lab_services-1,lab services,Natriuretic peptide (heart and blood vessel protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover natriuretic peptide (heart and blood vessel protein) level?
benefit_search-lab_services-2,lab services,Natriuretic peptide (heart and blood vessel protein) level,How much does [lab services] cost to me?,2,How much does natriuretic peptide (heart and blood vessel protein) level cost to me?
benefit_search-lab_services-1,lab services,"Nephelometry, test method using light",Which plan(s) cover [lab services]?,1,"Which plan(s) cover nephelometry, test method using light?"
benefit_search-lab_services-2,lab services,"Nephelometry, test method using light",How much does [lab services] cost to me?,2,"How much does nephelometry, test method using light cost to me?"
benefit_search-lab_services-1,lab services,Nickel level,Which plan(s) cover [lab services]?,1,Which plan(s) cover nickel level?
benefit_search-lab_services-2,lab services,Nickel level,How much does [lab services] cost to me?,2,How much does nickel level cost to me?
benefit_search-lab_services-1,lab services,Nucleotidase 5' (enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover nucleotidase 5' (enzyme) level?
benefit_search-lab_services-2,lab services,Nucleotidase 5' (enzyme) level,How much does [lab services] cost to me?,2,How much does nucleotidase 5' (enzyme) level cost to me?
benefit_search-lab_services-1,lab services,Measurement of immune substance (oligoclonal bands),Which plan(s) cover [lab services]?,1,Which plan(s) cover measurement of immune substance (oligoclonal bands)?
benefit_search-lab_services-2,lab services,Measurement of immune substance (oligoclonal bands),How much does [lab services] cost to me?,2,How much does measurement of immune substance (oligoclonal bands) cost to me?
benefit_search-lab_services-1,lab services,Organic acids level,Which plan(s) cover [lab services]?,1,Which plan(s) cover organic acids level?
benefit_search-lab_services-2,lab services,Organic acids level,How much does [lab services] cost to me?,2,How much does organic acids level cost to me?
benefit_search-lab_services-1,lab services,Organic acids analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover organic acids analysis?
benefit_search-lab_services-2,lab services,Organic acids analysis,How much does [lab services] cost to me?,2,How much does organic acids analysis cost to me?
benefit_search-lab_services-1,lab services,Organic acid level,Which plan(s) cover [lab services]?,1,Which plan(s) cover organic acid level?
benefit_search-lab_services-2,lab services,Organic acid level,How much does [lab services] cost to me?,2,How much does organic acid level cost to me?
benefit_search-lab_services-1,lab services,Blood osmolality (concentration) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover blood osmolality (concentration) measurement?
benefit_search-lab_services-2,lab services,Blood osmolality (concentration) measurement,How much does [lab services] cost to me?,2,How much does blood osmolality (concentration) measurement cost to me?
benefit_search-lab_services-1,lab services,Urine osmolality (concentration) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine osmolality (concentration) measurement?
benefit_search-lab_services-2,lab services,Urine osmolality (concentration) measurement,How much does [lab services] cost to me?,2,How much does urine osmolality (concentration) measurement cost to me?
benefit_search-lab_services-1,lab services,Osteocalcin (bone protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover osteocalcin (bone protein) level?
benefit_search-lab_services-2,lab services,Osteocalcin (bone protein) level,How much does [lab services] cost to me?,2,How much does osteocalcin (bone protein) level cost to me?
benefit_search-lab_services-1,lab services,Oxalate level,Which plan(s) cover [lab services]?,1,Which plan(s) cover oxalate level?
benefit_search-lab_services-2,lab services,Oxalate level,How much does [lab services] cost to me?,2,How much does oxalate level cost to me?
benefit_search-lab_services-1,lab services,HER-2 oncoprotein (cancer related gene) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover hER-2 oncoprotein (cancer related gene) measurement?
benefit_search-lab_services-2,lab services,HER-2 oncoprotein (cancer related gene) measurement,How much does [lab services] cost to me?,2,How much does hER-2 oncoprotein (cancer related gene) measurement cost to me?
benefit_search-lab_services-1,lab services,Oncoprotein (cancer related gene) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover oncoprotein (cancer related gene) measurement?
benefit_search-lab_services-2,lab services,Oncoprotein (cancer related gene) measurement,How much does [lab services] cost to me?,2,How much does oncoprotein (cancer related gene) measurement cost to me?
benefit_search-lab_services-1,lab services,Parathormone (parathyroid hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover parathormone (parathyroid hormone) level?
benefit_search-lab_services-2,lab services,Parathormone (parathyroid hormone) level,How much does [lab services] cost to me?,2,How much does parathormone (parathyroid hormone) level cost to me?
benefit_search-lab_services-1,lab services,Body fluid pH level,Which plan(s) cover [lab services]?,1,Which plan(s) cover body fluid pH level?
benefit_search-lab_services-2,lab services,Body fluid pH level,How much does [lab services] cost to me?,2,How much does body fluid pH level cost to me?
benefit_search-lab_services-1,lab services,pH exhaled breath,Which plan(s) cover [lab services]?,1,Which plan(s) cover pH exhaled breath?
benefit_search-lab_services-2,lab services,pH exhaled breath,How much does [lab services] cost to me?,2,How much does pH exhaled breath cost to me?
benefit_search-lab_services-1,lab services,Stool calprotectin (protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover stool calprotectin (protein) level?
benefit_search-lab_services-2,lab services,Stool calprotectin (protein) level,How much does [lab services] cost to me?,2,How much does stool calprotectin (protein) level cost to me?
benefit_search-lab_services-1,lab services,"Phenylalanine, PKU (amino acid) level",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phenylalanine, PKU (amino acid) level?"
benefit_search-lab_services-2,lab services,"Phenylalanine, PKU (amino acid) level",How much does [lab services] cost to me?,2,"How much does phenylalanine, PKU (amino acid) level cost to me?"
benefit_search-lab_services-1,lab services,Phenylketones (ketone) analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover phenylketones (ketone) analysis?
benefit_search-lab_services-2,lab services,Phenylketones (ketone) analysis,How much does [lab services] cost to me?,2,How much does phenylketones (ketone) analysis cost to me?
benefit_search-lab_services-1,lab services,"Phosphatase (enzyme) measurement, acid, total",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphatase (enzyme) measurement, acid, total?"
benefit_search-lab_services-2,lab services,"Phosphatase (enzyme) measurement, acid, total",How much does [lab services] cost to me?,2,"How much does phosphatase (enzyme) measurement, acid, total cost to me?"
benefit_search-lab_services-1,lab services,"Phosphatase, prostatic (prostate enzyme) level",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphatase, prostatic (prostate enzyme) level?"
benefit_search-lab_services-2,lab services,"Phosphatase, prostatic (prostate enzyme) level",How much does [lab services] cost to me?,2,"How much does phosphatase, prostatic (prostate enzyme) level cost to me?"
benefit_search-lab_services-1,lab services,"Phosphatase (enzyme) level, alkaline",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphatase (enzyme) level, alkaline?"
benefit_search-lab_services-2,lab services,"Phosphatase (enzyme) level, alkaline",How much does [lab services] cost to me?,2,"How much does phosphatase (enzyme) level, alkaline cost to me?"
benefit_search-lab_services-1,lab services,"Phosphatase (enzyme) level, alkaline, heat stable",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphatase (enzyme) level, alkaline, heat stable?"
benefit_search-lab_services-2,lab services,"Phosphatase (enzyme) level, alkaline, heat stable",How much does [lab services] cost to me?,2,"How much does phosphatase (enzyme) level, alkaline, heat stable cost to me?"
benefit_search-lab_services-1,lab services,"Phosphatase (enzyme) measurement, alkaline, isoenzymes",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphatase (enzyme) measurement, alkaline, isoenzymes?"
benefit_search-lab_services-2,lab services,"Phosphatase (enzyme) measurement, alkaline, isoenzymes",How much does [lab services] cost to me?,2,"How much does phosphatase (enzyme) measurement, alkaline, isoenzymes cost to me?"
benefit_search-lab_services-1,lab services,Phosphatidylglycerol (amniotic fluid organic acid) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover phosphatidylglycerol (amniotic fluid organic acid) level?
benefit_search-lab_services-2,lab services,Phosphatidylglycerol (amniotic fluid organic acid) level,How much does [lab services] cost to me?,2,How much does phosphatidylglycerol (amniotic fluid organic acid) level cost to me?
benefit_search-lab_services-1,lab services,"Phosphogluconate, 6, dehydrogenase (enzyme) level",Which plan(s) cover [lab services]?,1,"Which plan(s) cover phosphogluconate, 6, dehydrogenase (enzyme) level?"
benefit_search-lab_services-2,lab services,"Phosphogluconate, 6, dehydrogenase (enzyme) level",How much does [lab services] cost to me?,2,"How much does phosphogluconate, 6, dehydrogenase (enzyme) level cost to me?"
benefit_search-lab_services-1,lab services,Phosphohexose isomerase (enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover phosphohexose isomerase (enzyme) level?
benefit_search-lab_services-2,lab services,Phosphohexose isomerase (enzyme) level,How much does [lab services] cost to me?,2,How much does phosphohexose isomerase (enzyme) level cost to me?
benefit_search-lab_services-1,lab services,Phosphate level,Which plan(s) cover [lab services]?,1,Which plan(s) cover phosphate level?
benefit_search-lab_services-2,lab services,Phosphate level,How much does [lab services] cost to me?,2,How much does phosphate level cost to me?
benefit_search-lab_services-1,lab services,Urine phosphate level,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine phosphate level?
benefit_search-lab_services-2,lab services,Urine phosphate level,How much does [lab services] cost to me?,2,How much does urine phosphate level cost to me?
benefit_search-lab_services-1,lab services,Urine porphobilinogen (metabolism substance) analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine porphobilinogen (metabolism substance) analysis?
benefit_search-lab_services-2,lab services,Urine porphobilinogen (metabolism substance) analysis,How much does [lab services] cost to me?,2,How much does urine porphobilinogen (metabolism substance) analysis cost to me?
benefit_search-lab_services-1,lab services,Urine porphobilinogen (metabolism substance) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine porphobilinogen (metabolism substance) level?
benefit_search-lab_services-2,lab services,Urine porphobilinogen (metabolism substance) level,How much does [lab services] cost to me?,2,How much does urine porphobilinogen (metabolism substance) level cost to me?
benefit_search-lab_services-1,lab services,Cervicovaginal secretion of placenta protein,Which plan(s) cover [lab services]?,1,Which plan(s) cover cervicovaginal secretion of placenta protein?
benefit_search-lab_services-2,lab services,Cervicovaginal secretion of placenta protein,How much does [lab services] cost to me?,2,How much does cervicovaginal secretion of placenta protein cost to me?
benefit_search-lab_services-1,lab services,Urine porphyrins (metabolism substance) analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine porphyrins (metabolism substance) analysis?
benefit_search-lab_services-2,lab services,Urine porphyrins (metabolism substance) analysis,How much does [lab services] cost to me?,2,How much does urine porphyrins (metabolism substance) analysis cost to me?
benefit_search-lab_services-1,lab services,Urine porphyrins (metabolism substance) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine porphyrins (metabolism substance) measurement?
benefit_search-lab_services-2,lab services,Urine porphyrins (metabolism substance) measurement,How much does [lab services] cost to me?,2,How much does urine porphyrins (metabolism substance) measurement cost to me?
benefit_search-lab_services-1,lab services,Stool porphyrins (metabolism substance) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover stool porphyrins (metabolism substance) level?
benefit_search-lab_services-2,lab services,Stool porphyrins (metabolism substance) level,How much does [lab services] cost to me?,2,How much does stool porphyrins (metabolism substance) level cost to me?
benefit_search-lab_services-1,lab services,Blood potassium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover blood potassium level?
benefit_search-lab_services-2,lab services,Blood potassium level,How much does [lab services] cost to me?,2,How much does blood potassium level cost to me?
benefit_search-lab_services-1,lab services,Urine potassium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine potassium level?
benefit_search-lab_services-2,lab services,Urine potassium level,How much does [lab services] cost to me?,2,How much does urine potassium level cost to me?
benefit_search-lab_services-1,lab services,Prealbumin (protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover prealbumin (protein) level?
benefit_search-lab_services-2,lab services,Prealbumin (protein) level,How much does [lab services] cost to me?,2,How much does prealbumin (protein) level cost to me?
benefit_search-lab_services-1,lab services,Pregnanediol (reproductive hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pregnanediol (reproductive hormone) level?
benefit_search-lab_services-2,lab services,Pregnanediol (reproductive hormone) level,How much does [lab services] cost to me?,2,How much does pregnanediol (reproductive hormone) level cost to me?
benefit_search-lab_services-1,lab services,Pregnanetriol (reproductive hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pregnanetriol (reproductive hormone) level?
benefit_search-lab_services-2,lab services,Pregnanetriol (reproductive hormone) level,How much does [lab services] cost to me?,2,How much does pregnanetriol (reproductive hormone) level cost to me?
benefit_search-lab_services-1,lab services,Pregnenolone (reproductive hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pregnenolone (reproductive hormone) level?
benefit_search-lab_services-2,lab services,Pregnenolone (reproductive hormone) level,How much does [lab services] cost to me?,2,How much does pregnenolone (reproductive hormone) level cost to me?
benefit_search-lab_services-1,lab services,17-hydroxypregnenolone (hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover 17-hydroxypregnenolone (hormone) level?
benefit_search-lab_services-2,lab services,17-hydroxypregnenolone (hormone) level,How much does [lab services] cost to me?,2,How much does 17-hydroxypregnenolone (hormone) level cost to me?
benefit_search-lab_services-1,lab services,Progesterone (reproductive hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover progesterone (reproductive hormone) level?
benefit_search-lab_services-2,lab services,Progesterone (reproductive hormone) level,How much does [lab services] cost to me?,2,How much does progesterone (reproductive hormone) level cost to me?
benefit_search-lab_services-1,lab services,Procalcitonin (hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover procalcitonin (hormone) level?
benefit_search-lab_services-2,lab services,Procalcitonin (hormone) level,How much does [lab services] cost to me?,2,How much does procalcitonin (hormone) level cost to me?
benefit_search-lab_services-1,lab services,Prolactin (milk producing hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover prolactin (milk producing hormone) level?
benefit_search-lab_services-2,lab services,Prolactin (milk producing hormone) level,How much does [lab services] cost to me?,2,How much does prolactin (milk producing hormone) level cost to me?
benefit_search-lab_services-1,lab services,Prostaglandin (hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover prostaglandin (hormone) level?
benefit_search-lab_services-2,lab services,Prostaglandin (hormone) level,How much does [lab services] cost to me?,2,How much does prostaglandin (hormone) level cost to me?
benefit_search-lab_services-1,lab services,"PSA (prostate specific antigen) measurement, complexed",Which plan(s) cover [lab services]?,1,"Which plan(s) cover pSA (prostate specific antigen) measurement, complexed?"
benefit_search-lab_services-2,lab services,"PSA (prostate specific antigen) measurement, complexed",How much does [lab services] cost to me?,2,"How much does pSA (prostate specific antigen) measurement, complexed cost to me?"
benefit_search-lab_services-1,lab services,"PSA (prostate specific antigen) measurement, total",Which plan(s) cover [lab services]?,1,"Which plan(s) cover pSA (prostate specific antigen) measurement, total?"
benefit_search-lab_services-2,lab services,"PSA (prostate specific antigen) measurement, total",How much does [lab services] cost to me?,2,"How much does pSA (prostate specific antigen) measurement, total cost to me?"
benefit_search-lab_services-1,lab services,"PSA (prostate specific antigen) measurement, free",Which plan(s) cover [lab services]?,1,"Which plan(s) cover pSA (prostate specific antigen) measurement, free?"
benefit_search-lab_services-2,lab services,"PSA (prostate specific antigen) measurement, free",How much does [lab services] cost to me?,2,"How much does pSA (prostate specific antigen) measurement, free cost to me?"
benefit_search-lab_services-1,lab services,"Total protein level, blood",Which plan(s) cover [lab services]?,1,"Which plan(s) cover total protein level, blood?"
benefit_search-lab_services-2,lab services,"Total protein level, blood",How much does [lab services] cost to me?,2,"How much does total protein level, blood cost to me?"
benefit_search-lab_services-1,lab services,"Total protein level, urine",Which plan(s) cover [lab services]?,1,"Which plan(s) cover total protein level, urine?"
benefit_search-lab_services-2,lab services,"Total protein level, urine",How much does [lab services] cost to me?,2,"How much does total protein level, urine cost to me?"
benefit_search-lab_services-1,lab services,"Total protein level, body fluid",Which plan(s) cover [lab services]?,1,"Which plan(s) cover total protein level, body fluid?"
benefit_search-lab_services-2,lab services,"Total protein level, body fluid",How much does [lab services] cost to me?,2,"How much does total protein level, body fluid cost to me?"
benefit_search-lab_services-1,lab services,Total protein level,Which plan(s) cover [lab services]?,1,Which plan(s) cover total protein level?
benefit_search-lab_services-2,lab services,Total protein level,How much does [lab services] cost to me?,2,How much does total protein level cost to me?
benefit_search-lab_services-1,lab services,Pregnancy-associated plasma protein-A level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pregnancy-associated plasma protein-A level?
benefit_search-lab_services-2,lab services,Pregnancy-associated plasma protein-A level,How much does [lab services] cost to me?,2,How much does pregnancy-associated plasma protein-A level cost to me?
benefit_search-lab_services-1,lab services,"Protein measurement, serum",Which plan(s) cover [lab services]?,1,"Which plan(s) cover protein measurement, serum?"
benefit_search-lab_services-2,lab services,"Protein measurement, serum",How much does [lab services] cost to me?,2,"How much does protein measurement, serum cost to me?"
benefit_search-lab_services-1,lab services,"Protein measurement, body fluid",Which plan(s) cover [lab services]?,1,"Which plan(s) cover protein measurement, body fluid?"
benefit_search-lab_services-2,lab services,"Protein measurement, body fluid",How much does [lab services] cost to me?,2,"How much does protein measurement, body fluid cost to me?"
benefit_search-lab_services-1,lab services,Protein measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover protein measurement?
benefit_search-lab_services-2,lab services,Protein measurement,How much does [lab services] cost to me?,2,How much does protein measurement cost to me?
benefit_search-lab_services-1,lab services,"Protein measurement, immunological probe for band identification",Which plan(s) cover [lab services]?,1,"Which plan(s) cover protein measurement, immunological probe for band identification?"
benefit_search-lab_services-2,lab services,"Protein measurement, immunological probe for band identification",How much does [lab services] cost to me?,2,"How much does protein measurement, immunological probe for band identification cost to me?"
benefit_search-lab_services-1,lab services,Protoporphyrin (metabolism substance) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover protoporphyrin (metabolism substance) level?
benefit_search-lab_services-2,lab services,Protoporphyrin (metabolism substance) level,How much does [lab services] cost to me?,2,How much does protoporphyrin (metabolism substance) level cost to me?
benefit_search-lab_services-1,lab services,Protoporphyrin (metabolism substance) screening test,Which plan(s) cover [lab services]?,1,Which plan(s) cover protoporphyrin (metabolism substance) screening test?
benefit_search-lab_services-2,lab services,Protoporphyrin (metabolism substance) screening test,How much does [lab services] cost to me?,2,How much does protoporphyrin (metabolism substance) screening test cost to me?
benefit_search-lab_services-1,lab services,Proinsulin (pancreatic hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover proinsulin (pancreatic hormone) level?
benefit_search-lab_services-2,lab services,Proinsulin (pancreatic hormone) level,How much does [lab services] cost to me?,2,How much does proinsulin (pancreatic hormone) level cost to me?
benefit_search-lab_services-1,lab services,Vitamin B-6 level,Which plan(s) cover [lab services]?,1,Which plan(s) cover vitamin B-6 level?
benefit_search-lab_services-2,lab services,Vitamin B-6 level,How much does [lab services] cost to me?,2,How much does vitamin B-6 level cost to me?
benefit_search-lab_services-1,lab services,Pyruvate (organic acid) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pyruvate (organic acid) level?
benefit_search-lab_services-2,lab services,Pyruvate (organic acid) level,How much does [lab services] cost to me?,2,How much does pyruvate (organic acid) level cost to me?
benefit_search-lab_services-1,lab services,Pyruvate kinase (enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover pyruvate kinase (enzyme) level?
benefit_search-lab_services-2,lab services,Pyruvate kinase (enzyme) level,How much does [lab services] cost to me?,2,How much does pyruvate kinase (enzyme) level cost to me?
benefit_search-lab_services-1,lab services,Quinine (drug) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover quinine (drug) level?
benefit_search-lab_services-2,lab services,Quinine (drug) level,How much does [lab services] cost to me?,2,How much does quinine (drug) level cost to me?
benefit_search-lab_services-1,lab services,Estrogen receptor analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover estrogen receptor analysis?
benefit_search-lab_services-2,lab services,Estrogen receptor analysis,How much does [lab services] cost to me?,2,How much does estrogen receptor analysis cost to me?
benefit_search-lab_services-1,lab services,Progesterone (reproductive hormone) receptor analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover progesterone (reproductive hormone) receptor analysis?
benefit_search-lab_services-2,lab services,Progesterone (reproductive hormone) receptor analysis,How much does [lab services] cost to me?,2,How much does progesterone (reproductive hormone) receptor analysis cost to me?
benefit_search-lab_services-1,lab services,Hormone receptor analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover hormone receptor analysis?
benefit_search-lab_services-2,lab services,Hormone receptor analysis,How much does [lab services] cost to me?,2,How much does hormone receptor analysis cost to me?
benefit_search-lab_services-1,lab services,Chemical receptor analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover chemical receptor analysis?
benefit_search-lab_services-2,lab services,Chemical receptor analysis,How much does [lab services] cost to me?,2,How much does chemical receptor analysis cost to me?
benefit_search-lab_services-1,lab services,Renin (kidney enzyme) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover renin (kidney enzyme) level?
benefit_search-lab_services-2,lab services,Renin (kidney enzyme) level,How much does [lab services] cost to me?,2,How much does renin (kidney enzyme) level cost to me?
benefit_search-lab_services-1,lab services,Vitamin B-2 (riboflavin) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover vitamin B-2 (riboflavin) level?
